id,domain,issue_type,image_path,text_description,location_type,severity,urgency,language,pair_difficulty,confidence_label
00438,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_002.jpg,Just reporting that there is the hand pump next to the bus stop needs urgent repair. This is causing a lot of trouble to residents.,Urban,Low,Low,English,both_clear,high
00439,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_003.jpg,"colony gate ke paas broken hand pump ki problem hai ek hafte se, please jaldi fix karo.",Urban,Medium,Medium,Hinglish,complementary,high
00440,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_004.jpg,"बस स्टॉप के पास broken hand pump की समस्या है, कृपया जल्द ठीक करें।",Urban,Low,Low,Hindi,both_clear,high
00441,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_005.jpg,"I want to report the hand pump close to our village is broken for the past three days. This is causing a lot of trouble to residents, especially elderly people and children. It would be great if someone could visit and check the situation.",Rural,High,Medium,English,both_clear,high
00442,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_006.jpg,कॉलोनी के गेट के पास एक गंभीर समस्या है जिसकी वजह Broken hand pump है।,Semi-Urban,Low,Low,Hindi,complementary,high
00443,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_007.jpg,"हमें स्कूल के पीछे broken hand pump की दिक्कत हो रही है, कई दिनों से यह समस्या बनी हुई है।",Rural,Medium,High,Hindi,complementary,high
00444,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_008.jpg,"Hamare area mein broken hand pump ki dikkat hai, bus stop ke paas.",Rural,Low,Low,Hinglish,complementary,high
00445,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_009.jpg,"Something is wrong in our area, someone should look into it.",Semi-Urban,Medium,Low,Hindi,vague_text_clear_image,medium
00446,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_010.jpg,I want to report the hand pump at the crossing needs urgent repair. Please fix it soon.,Rural,High,Medium,English,both_clear,high
00448,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_012.jpg,"Yeh broken hand pump wali problem school ke peeche kal se se h, koi dekhne nahi aaya abhi tak.",Urban,Medium,Medium,Hinglish,both_clear,high
00449,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_013.jpg,"hamari gali ke paas broken hand pump ki problem hai pichhle teen din se, please jaldi fix karo.",Urban,Low,Low,Hinglish,both_clear,high
00450,Water Management,Broken hand pump,data/raw/images/water_management/broken_hand_pump/broken_hand_pump_014.jpg,There's the hand pump near the market is broken for several days. Please take action soon. Plz look into this asap.,Semi-Urban,High,High,English,clear_text_unclear_image,medium
00451,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_000.jpg,"Sir/Madam, bus stop ke paas flooded water infrastructure ho raha hai, jaldi solve kijiye plz.",Rural,High,High,Hinglish,complementary,high
00452,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_001.jpg,"स्कूल के पीछे flooded water infrastructure की समस्या है, कृपया जल्द ठीक करें।",Semi-Urban,High,High,Hindi,complementary,high
00453,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_002.jpg,कॉलोनी के गेट के पास एक गंभीर समस्या है जिसकी वजह Flooded water infrastructure है।,Urban,Low,Medium,Hindi,both_clear,high
00454,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_003.jpg,Flooded water infrastructure has been a problem near the colony gate for almost a month. Nobody from the authorities has visited yet.,Semi-Urban,High,High,English,both_clear,high
00455,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_004.jpg,There is a problem related to flooded water infrastructure at the crossing. Please take action soon.,Urban,Low,Low,English,clear_text_unclear_image,medium
00456,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_005.jpg,There is a problem related to flooded water infrastructure behind the school. Children and elderly people use this path daily.,Semi-Urban,Low,Medium,English,complementary,high
00457,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_006.jpg,"Sir/Madam, hamari gali ke paas flooded water infrastructure ho raha hai, jaldi solve kijiye plz.",Urban,Low,Low,Hinglish,both_clear,high
00458,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_007.jpg,"Something is wrong in our area, someone should look into it.",Semi-Urban,High,Medium,English,vague_text_clear_image,medium
00459,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_008.jpg,"स्कूल के पीछे की स्थिति बहुत खराब है, यह flooded water infrastructure से जुड़ी समस्या है।",Semi-Urban,High,Medium,Hindi,both_clear,high
00460,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_009.jpg,We are facing an issue of flooded water infrastructure behind the school for the past three days. Please take action soon.,Urban,Medium,High,English,both_clear,high
00461,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_010.jpg,Citizens are facing trouble due to flooded water infrastructure close to our village. This needs to be fixed urgently.,Rural,Medium,Low,English,clear_text_unclear_image,medium
00462,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_011.jpg,There is a problem related to flooded water infrastructure close to our village.,Rural,High,High,English,both_clear,high
00463,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_012.jpg,Citizens are facing trouble due to flooded water infrastructure in front of the panchayat office. This needs to be fixed urgently.,Rural,High,High,English,both_clear,high
00464,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_013.jpg,Flooded water infrastructure has been a problem near the railway station road for over a week. Many families in the area are affected by this. We request the concerned department to inspect and resolve this at the earliest. Plz look into this asap.,Semi-Urban,High,Medium,English,both_clear,high
00465,Water Management,Flooded water infrastructure,data/raw/images/water_management/flooded_water_infrastructure/flooded_water_infrastructure_014.jpg,Flooded water infrastructure has been a problem at the crossing for over a week. This is causing a lot of trouble to residents.,Rural,High,High,English,both_clear,high
00466,Sanitation,Open drain,data/raw/images/sanitation/open_drain/open_drain_000.jpg,Just reporting that there is the open drain near the colony gate is causing bad smell. This is causing a lot of trouble to residents.,Rural,Medium,Medium,English,both_clear,high
